20192620	12	24	622	3	JO
2506647922	4	11	257	3	JO
324371850	3	7	16	3	JO
2764408771	4	17	64	3	JO
2718716072	1	2	1	4	JO
2003860404	3	5	151	4	JO
2482801538	2	5	5	4	JO
2250807477	1	2	2	4	JO
2945489960	0	2	0	4	JO
1256764291	2	2	23	4	JO
2335234833	2	2	12	4	JO
609287071	3	8	15	4	JO
2164089601	6	16	97	4	JO
1988460018	7	15	108	4	JO
2226749348	0	1	0	4	JO
230534983	5	17	80	4	JO
2562572574	1	1	4	4	JO
2156512316	6	7	204	4	JO
2227306440	1	2	3	4	JO
2009989914	5	9	127	4	JO
2262702794	2	3	15	4	JO
2050917728	3	8	45	4	JO
2487390113	0	1	0	4	JO
2107019284	9	36	200	4	JO
2075068285	5	12	73	4	JO
2311786068	7	18	472	4	JO
2103387213	0	1	0	4	JO
2104466954	1	1	4	4	JO
2282989402	3	12	15	4	JO
2217490588	0	1	0	5	JO
1505900866	3	6	33	5	JO
1964527646	2	6	12	5	JO
1921274504	1	4	17	5	JO
2610465858	1	1	1	5	JO
2232327575	0	1	0	5	JO
2604977422	1	1	3	5	JO
2552680561	1	1	16	5	JO
2959795658	0	1	0	5	JO
2963597002	1	1	1	5	JO
2225402552	1	1	2	5	JO
2795179193	0	1	0	5	JO
2224758322	0	1	0	5	JO
1963672799	2	4	8	5	JO
2282966054	1	1	15	5	JO
2550878081	1	1	1	5	JO
77553217	3	5	56	5	JO
2232117899	0	1	0	5	JO
2694939039	1	1	132	5	JO
2130677897	3	8	29	5	JO
2958409662	0	1	0	5	JO
2338704334	1	2	9	5	JO
2546849364	1	2	1	5	JO
2222577295	0	1	0	5	JO
2805860125	0	1	0	6	JO
2677186737	1	1	2	6	JO
2441947231	4	17	43	6	JO
2807647477	0	1	0	6	JO
2909035270	0	1	0	6	JO
2472603911	2	4	18	6	JO
